PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28298883","Increased Testosterone Decreases Medial Cortical Volume and Neurogenesis in Territorial Side-Blotched Lizards (Uta stansburiana)","LaDage LD, Roth TC 2nd, Downs CJ, Sinervo B, Pravosudov VV.","Front Neurosci. 2017 Mar 1;11:97. doi: 10.3389/fnins.2017.00097. eCollection 2017.","LaDage LD","Front Neurosci","2017","2017/03/17","PMC5331184","","10.3389/fnins.2017.00097"
"31598287","Migratory convergence facilitates cultural transmission of humpback whale song","Owen C, Rendell L, Constantine R, Noad MJ, Allen J, Andrews O, Garrigue C, Michael Poole M, Donnelly D, Hauser N, Garland EC.","R Soc Open Sci. 2019 Sep 4;6(9):190337. doi: 10.1098/rsos.190337. eCollection 2019 Sep.","Owen C","R Soc Open Sci","2019","2019/10/11","PMC6774987","","10.1098/rsos.190337"
"27535911","The Brain-Enriched MicroRNA miR-9-3p Regulates Synaptic Plasticity and Memory","Sim SE, Lim CS, Kim JI, Seo D, Chun H, Yu NK, Lee J, Kang SJ, Ko HG, Choi JH, Kim T, Jang EH, Han J, Bak MS, Park JE, Jang DJ, Baek D, Lee YS, Kaang BK.","J Neurosci. 2016 Aug 17;36(33):8641-52. doi: 10.1523/JNEUROSCI.0630-16.2016.","Sim SE","J Neurosci","2016","2016/08/19","PMC6601897","","10.1523/JNEUROSCI.0630-16.2016"
"32699395","Six reference-quality genomes reveal evolution of bat adaptations","Jebb D, Huang Z, Pippel M, Hughes GM, Lavrichenko K, Devanna P, Winkler S, Jermiin LS, Skirmuntt EC, Katzourakis A, Burkitt-Gray L, Ray DA, Sullivan KAM, Roscito JG, Kirilenko BM, Dávalos LM, Corthals AP, Power ML, Jones G, Ransome RD, Dechmann DKN, Locatelli AG, Puechmaille SJ, Fedrigo O, Jarvis ED, Hiller M, Vernes SC, Myers EW, Teeling EC.","Nature. 2020 Jul;583(7817):578-584. doi: 10.1038/s41586-020-2486-3. Epub 2020 Jul 22.","Jebb D","Nature","2020","2020/07/24","","","10.1038/s41586-020-2486-3"
"30854422","The comparative genomics and complex population history of Papio baboons","Rogers J, Raveendran M, Harris RA, Mailund T, Leppälä K, Athanasiadis G, Schierup MH, Cheng J, Munch K, Walker JA, Konkel MK, Jordan V, Steely CJ, Beckstrom TO, Bergey C, Burrell A, Schrempf D, Noll A, Kothe M, Kopp GH, Liu Y, Murali S, Billis K, Martin FJ, Muffato M, Cox L, Else J, Disotell T, Muzny DM, Phillips-Conroy J, Aken B, Eichler EE, Marques-Bonet T, Kosiol C, Batzer MA, Hahn MW, Tung J, Zinner D, Roos C, Jolly CJ, Gibbs RA, Worley KC; Baboon Genome Analysis Consortium.","Sci Adv. 2019 Jan 30;5(1):eaau6947. doi: 10.1126/sciadv.aau6947. eCollection 2019 Jan.","Rogers J","Sci Adv","2019","2019/03/12","PMC6401983","","10.1126/sciadv.aau6947"
"26799652","Guidelines for the use and interpretation of assays for monitoring autophagy (3rd edition)","Klionsky DJ, Abdelmohsen K, Abe A, Abedin MJ, Abeliovich H, Acevedo Arozena A, Adachi H, Adams CM, Adams PD, Adeli K, Adhihetty PJ, Adler SG, Agam G, Agarwal R, Aghi MK, Agnello M, Agostinis P, Aguilar PV, Aguirre-Ghiso J, Airoldi EM, Ait-Si-Ali S, Akematsu T, Akporiaye ET, Al-Rubeai M, Albaiceta GM, Albanese C, Albani D, Albert ML, Aldudo J, Algül H, Alirezaei M, Alloza I, Almasan A, Almonte-Beceril M, Alnemri ES, Alonso C, Altan-Bonnet N, Altieri DC, Alvarez S, Alvarez-Erviti L, Alves S, Amadoro G, Amano A, Amantini C, Ambrosio S, Amelio I, Amer AO, Amessou M, Amon A, An Z, Anania FA, Andersen SU, Andley UP, Andreadi CK, Andrieu-Abadie N, Anel A, Ann DK, Anoopkumar-Dukie S, Antonioli M, Aoki H, Apostolova N, Aquila S, Aquilano K, Araki K, Arama E, Aranda A, Araya J, Arcaro A, Arias E, Arimoto H, Ariosa AR, Armstrong JL, Arnould T, Arsov I, Asanuma K, Askanas V, Asselin E, Atarashi R, Atherton SS, Atkin JD, Attardi LD, Auberger P, Auburger G, Aurelian L, Autelli R, Avagliano L, Avantaggiati ML, Avrahami L, Awale S, Azad N, Bachetti T, Backer JM, Bae DH, Bae JS, Bae ON, Bae SH, Baehrecke EH, Baek SH, Baghdiguian S, Bagniewska-Zadworna A, et al.","Autophagy. 2016;12(1):1-222. doi: 10.1080/15548627.2015.1100356.","Klionsky DJ","Autophagy","2016","2016/01/23","PMC4835977","","10.1080/15548627.2015.1100356"
"32396992","Rapid and accurate species identification for ecological studies and monitoring using CRISPR-based SHERLOCK","Baerwald MR, Goodbla AM, Nagarajan RP, Gootenberg JS, Abudayyeh OO, Zhang F, Schreier AD.","Mol Ecol Resour. 2020 Jul;20(4):961-970. doi: 10.1111/1755-0998.13186. Epub 2020 Jun 13.","Baerwald MR","Mol Ecol Resour","2020","2020/05/13","PMC7497203","","10.1111/1755-0998.13186"
"33205462","Connecting the data landscape of long-term ecological studies: The SPI-Birds data hub","Culina A, Adriaensen F, Bailey LD, Burgess MD, Charmantier A, Cole EF, Eeva T, Matthysen E, Nater CR, Sheldon BC, Saether BE, Vriend SJG, Zajkova Z, Adamík P, Aplin LM, Angulo E, Artemyev A, Barba E, Barišić S, Belda E, Bilgin CC, Bleu J, Both C, Bouwhuis S, Branston CJ, Broggi J, Burke T, Bushuev A, Camacho C, Campobello D, Canal D, Cantarero A, Caro SP, Cauchoix M, Chaine A, Cichoń M, Ćiković D, Cusimano CA, Deimel C, Dhondt AA, Dingemanse NJ, Doligez B, Dominoni DM, Doutrelant C, Drobniak SM, Dubiec A, Eens M, Einar Erikstad K, Espín S, Farine DR, Figuerola J, Kavak Gülbeyaz P, Grégoire A, Hartley IR, Hau M, Hegyi G, Hille S, Hinde CA, Holtmann B, Ilyina T, Isaksson C, Iserbyt A, Ivankina E, Kania W, Kempenaers B, Kerimov A, Komdeur J, Korsten P, Král M, Krist M, Lambrechts M, Lara CE, Leivits A, Liker A, Lodjak J, Mägi M, Mainwaring MC, Mänd R, Massa B, Massemin S, Martínez-Padilla J, Mazgajski TD, Mennerat A, Moreno J, Mouchet A, Nakagawa S, Nilsson JÅ, Nilsson JF, Cláudia Norte A, van Oers K, Orell M, Potti J, Quinn JL, Réale D, Kristin Reiertsen T, Rosivall B, Russell AF, Rytkönen S, Sánchez-Virosta P, Santos ESA, et al.","J Anim Ecol. 2020 Nov 17. doi: 10.1111/1365-2656.13388. Online ahead of print.","Culina A","J Anim Ecol","2020","2020/11/18","","","10.1111/1365-2656.13388"
"30631707","Cultural taboos as a factor in the participation rate of Native Americans in STEM","Williams DH, Shipley GP.","Int J STEM Educ. 2018;5(1):17. doi: 10.1186/s40594-018-0114-7. Epub 2018 Apr 11.","Williams DH","Int J STEM Educ","2018","2019/01/12","PMC6310410","","10.1186/s40594-018-0114-7"
"32461136","Nutrition and the ageing brain: Moving towards clinical applications","Flanagan E, Lamport D, Brennan L, Burnet P, Calabrese V, Cunnane SC, de Wilde MC, Dye L, Farrimond JA, Emerson Lombardo N, Hartmann T, Hartung T, Kalliomäki M, Kuhnle GG, La Fata G, Sala-Vila A, Samieri C, Smith AD, Spencer JPE, Thuret S, Tuohy K, Turroni S, Vanden Berghe W, Verkuijl M, Verzijden K, Yannakoulia M, Geurts L, Vauzour D.","Ageing Res Rev. 2020 Sep;62:101079. doi: 10.1016/j.arr.2020.101079. Epub 2020 May 24.","Flanagan E","Ageing Res Rev","2020","2020/05/29","","","10.1016/j.arr.2020.101079"
"32780352","Hyperphosphorylation Renders Tau Prone to Aggregate and to Cause Cell Death","Liu M, Sui D, Dexheimer T, Hovde S, Deng X, Wang KW, Lin HL, Chien HT, Kweon HK, Kuo NS, Ayoub CA, Jimenez-Harrison D, Andrews PC, Kwok R, Bochar DA, Kuret J, Fortin J, Tsay YG, Kuo MH.","Mol Neurobiol. 2020 Nov;57(11):4704-4719. doi: 10.1007/s12035-020-02034-w. Epub 2020 Aug 11.","Liu M","Mol Neurobiol","2020","2020/08/12","PMC7530023","NIHMS1619696","10.1007/s12035-020-02034-w"
"32643208","The timing of adrenarche in Maya girls, Merida, Mexico","Keestra SM, Bentley GR, Núñez-de la Mora A, Houghton LC, Wilson H, Vázquez-Vázquez A, Cooper GD, Dickinson F, Griffiths P, Bogin BA, Varela-Silva MI.","Am J Hum Biol. 2020 Jul 9:e23465. doi: 10.1002/ajhb.23465. Online ahead of print.","Keestra SM","Am J Hum Biol","2020","2020/07/10","","","10.1002/ajhb.23465"
"32383208","The role of the microbiome in the neurobiology of social behaviour","Sarkar A, Harty S, Johnson KV, Moeller AH, Carmody RN, Lehto SM, Erdman SE, Dunbar RIM, Burnet PWJ.","Biol Rev Camb Philos Soc. 2020 Oct;95(5):1131-1166. doi: 10.1111/brv.12603. Epub 2020 May 7.","Sarkar A","Biol Rev Camb Philos Soc","2020","2020/05/09","","","10.1111/brv.12603"
"28757679","Acoustic ranging in poison frogs-it is not about signal amplitude alone","Ringler M, Szipl G, Hödl W, Khil L, Kofler B, Lonauer M, Provin C, Ringler E.","Behav Ecol Sociobiol. 2017;71(8):114. doi: 10.1007/s00265-017-2340-2. Epub 2017 Jul 12.","Ringler M","Behav Ecol Sociobiol","2017","2017/08/01","PMC5506510","","10.1007/s00265-017-2340-2"
"29743572","78,000-year-old record of Middle and Later stone age innovation in an East African tropical forest","Shipton C, Roberts P, Archer W, Armitage SJ, Bita C, Blinkhorn J, Courtney-Mustaphi C, Crowther A, Curtis R, Errico F, Douka K, Faulkner P, Groucutt HS, Helm R, Herries AIR, Jembe S, Kourampas N, Lee-Thorp J, Marchant R, Mercader J, Marti AP, Prendergast ME, Rowson B, Tengeza A, Tibesasa R, White TS, Petraglia MD, Boivin N.","Nat Commun. 2018 May 9;9(1):1832. doi: 10.1038/s41467-018-04057-3.","Shipton C","Nat Commun","2018","2018/05/11","PMC5943315","","10.1038/s41467-018-04057-3"
"31729413","Contrasting Computational Models of Mate Preference Integration Across 45 Countries","Conroy-Beam D, Buss DM, Asao K, Sorokowska A, Sorokowski P, Aavik T, Akello G, Alhabahba MM, Alm C, Amjad N, Anjum A, Atama CS, Duyar DA, Ayebare R, Batres C, Bendixen M, Bensafia A, Bizumic B, Boussena M, Butovskaya M, Can S, Cantarero K, Carrier A, Cetinkaya H, Croy I, Cueto RM, Czub M, Dronova D, Dural S, Duyar I, Ertugrul B, Espinosa A, Estevan I, Esteves CS, Fang L, Frackowiak T, Garduño JC, González KU, Guemaz F, Gyuris P, Halamová M, Herak I, Horvat M, Hromatko I, Hui CM, Jaafar JL, Jiang F, Kafetsios K, Kavčič T, Kennair LEO, Kervyn N, Thi Khanh Ha T, Khilji IA, Köbis NC, Lan HM, Láng A, Lennard GR, León E, Lindholm T, Thi Linh T, Lopez G, Van Luot N, Mailhos A, Manesi Z, Martinez R, McKerchar SL, Meskó N, Misra G, Monaghan C, Mora EC, Moya-Garófano A, Musil B, Natividade JC, Niemczyk A, Nizharadze G, Oberzaucher E, Oleszkiewicz A, Omar-Fauzee MS, Onyishi IE, Özener B, Pagani AF, Pakalniskiene V, Parise M, Pazhoohi F, Pisanski A, Pisanski K, Ponciano E, Popa C, Prokop P, Rizwan M, Sainz M, Salkičević S, Sargautyte R, Sarmány-Schuller I, Schmehl S, Sharad S, Siddiqui RS, Simonetti F, Stoyanova SY, Tadinac M, et al.","Sci Rep. 2019 Nov 15;9(1):16885. doi: 10.1038/s41598-019-52748-8.","Conroy-Beam D","Sci Rep","2019","2019/11/16","PMC6858324","","10.1038/s41598-019-52748-8"
