PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"30714269","A comparative morphometric study of sensory capacity in geometrid moths","Javoiš J, Davis RB, Tammaru T.","J Evol Biol. 2019 Apr;32(4):380-389. doi: 10.1111/jeb.13422. Epub 2019 Feb 23.","Javoiš J","J Evol Biol","2019","2019/02/05","","","10.1111/jeb.13422"
"30613937","Exercise-induced loading increases ilium cortical area in a selectively bred mouse model","Lewton KL, Ritzman T, Copes LE, Garland T Jr, Capellini TD.","Am J Phys Anthropol. 2019 Mar;168(3):543-551. doi: 10.1002/ajpa.23770. Epub 2019 Jan 5.","Lewton KL","Am J Phys Anthropol","2019","2019/01/08","","","10.1002/ajpa.23770"
"31760558","Problem-solving in a cooperative task in peach-fronted conures (Eupsittula aurea)","Torres Ortiz S, Corregidor Castro A, Balsby TJS, Larsen ON.","Anim Cogn. 2020 Mar;23(2):265-275. doi: 10.1007/s10071-019-01331-9. Epub 2019 Nov 23.","Torres Ortiz S","Anim Cogn","2020","2019/11/25","","","10.1007/s10071-019-01331-9"
"27923604","Individual differences in cognition and personality","Guillette LM, Naguib M, Griffin AS.","Behav Processes. 2017 Jan;134:1-3. doi: 10.1016/j.beproc.2016.12.001. Epub 2016 Dec 5.","Guillette LM","Behav Processes","2017","2016/12/08","","","10.1016/j.beproc.2016.12.001"
"30551770","Social nutrition: an emerging field in insect science","Lihoreau M, Gómez-Moracho T, Pasquaretta C, Costa JT, Buhl J.","Curr Opin Insect Sci. 2018 Aug;28:73-80. doi: 10.1016/j.cois.2018.05.003. Epub 2018 May 18.","Lihoreau M","Curr Opin Insect Sci","2018","2018/12/16","","","10.1016/j.cois.2018.05.003"
"30932230","The importance of scale in comparative microbiome research: New insights from the gut and glands of captive and wild lemurs","Greene LK, Bornbusch SL, McKenney EA, Harris RL, Gorvetzian SR, Yoder AD, Drea CM.","Am J Primatol. 2019 Oct;81(10-11):e22974. doi: 10.1002/ajp.22974. Epub 2019 Apr 1.","Greene LK","Am J Primatol","2019","2019/04/02","","","10.1002/ajp.22974"
"32345970","A draft genome assembly of spotted hyena, Crocuta crocuta","Yang C, Li F, Xiong Z, Koepfli KP, Ryder O, Perelman P, Li Q, Zhang G.","Sci Data. 2020 Apr 28;7(1):126. doi: 10.1038/s41597-020-0468-9.","Yang C","Sci Data","2020","2020/04/30","PMC7189233","","10.1038/s41597-020-0468-9"
"32508719","Goats Follow Human Pointing Gestures in an Object Choice Task","Nawroth C, Martin ZM, McElligott AG.","Front Psychol. 2020 May 19;11:915. doi: 10.3389/fpsyg.2020.00915. eCollection 2020.","Nawroth C","Front Psychol","2020","2020/06/09","PMC7248431","","10.3389/fpsyg.2020.00915"
"29974078","Comparison of the effects of selenomethionine and selenium-enriched yeast in the triple-transgenic mouse model of Alzheimer's disease","Zhang ZH , Wu QY , Chen C , Zheng R , Chen Y , Ni JZ , Song GL .","Food Funct. 2018 Jul 17;9(7):3965-3973. doi: 10.1039/c7fo02063e.","Zhang ZH","Food Funct","2018","2018/07/06","","","10.1039/c7fo02063e"
"31339177","Artificial selection on brain size leads to matching changes in overall number of neurons","Marhounová L, Kotrschal A, Kverková K, Kolm N, Němec P.","Evolution. 2019 Sep;73(9):2003-2012. doi: 10.1111/evo.13805. Epub 2019 Aug 1.","Marhounová L","Evolution","2019","2019/07/25","PMC6772110","","10.1111/evo.13805"
"31487205","Evaluating Chemicals for Thyroid Disruption: Opportunities and Challenges with in Vitro Testing and Adverse Outcome Pathway Approaches","Noyes PD, Friedman KP, Browne P, Haselman JT, Gilbert ME, Hornung MW, Barone S Jr, Crofton KM, Laws SC, Stoker TE, Simmons SO, Tietge JE, Degitz SJ.","Environ Health Perspect. 2019 Sep;127(9):95001. doi: 10.1289/EHP5297. Epub 2019 Sep 5.","Noyes PD","Environ Health Perspect","2019","2019/09/06","PMC6791490","","10.1289/EHP5297"
"32398794","Plastic female choice to optimally balance (k)in- and out-breeding in a predatory mite","Schausberger P, Çekin D.","Sci Rep. 2020 May 12;10(1):7861. doi: 10.1038/s41598-020-64793-9.","Schausberger P","Sci Rep","2020","2020/05/14","PMC7217829","","10.1038/s41598-020-64793-9"
"31063724","Animal Cognition: The Benefits of Remembering","Thornton A, Boogert NJ.","Curr Biol. 2019 May 6;29(9):R324-R327. doi: 10.1016/j.cub.2019.03.055.","Thornton A","Curr Biol","2019","2019/05/08","","","10.1016/j.cub.2019.03.055"
"29633409","Hierarchical decision-making balances current and future reproductive success","Ringler E, Szipl G, Harrigan RJ, Bartl-Binder P, Mangione R, Ringler M.","Mol Ecol. 2018 May;27(9):2289-2301. doi: 10.1111/mec.14583. Epub 2018 Apr 23.","Ringler E","Mol Ecol","2018","2018/04/11","PMC5969290","","10.1111/mec.14583"
"31262401","Positive and negative incentive contrasts lead to relative value perception in ants","Wendt S, Strunk KS, Heinze J, Roider A, Czaczkes TJ.","Elife. 2019 Jul 2;8:e45450. doi: 10.7554/eLife.45450.","Wendt S","Elife","2019","2019/07/03","PMC6606023","","10.7554/eLife.45450"
"29893002","A judgment and decision-making model for plant behavior","Karban R, Orrock JL.","Ecology. 2018 Sep;99(9):1909-1919. doi: 10.1002/ecy.2418. Epub 2018 Jul 26.","Karban R","Ecology","2018","2018/06/13","","","10.1002/ecy.2418"
"30016628","Survival and reproductive costs of repeated acute glucocorticoid elevations in a captive, wild animal","MacLeod KJ, Sheriff MJ, Ensminger DC, Owen DAS, Langkilde T.","Gen Comp Endocrinol. 2018 Nov 1;268:1-6. doi: 10.1016/j.ygcen.2018.07.006. Epub 2018 Aug 16.","MacLeod KJ","Gen Comp Endocrinol","2018","2018/07/18","","","10.1016/j.ygcen.2018.07.006"
"30235228","Food preferences of similarly raised and kept captive dogs and wolves","Rao A, Range F, Kadletz K, Kotrschal K, Marshall-Pescini S.","PLoS One. 2018 Sep 20;13(9):e0203165. doi: 10.1371/journal.pone.0203165. eCollection 2018.","Rao A","PLoS One","2018","2018/09/21","PMC6157812","","10.1371/journal.pone.0203165"
"32541916","How STRANGE are your study animals?","Webster MM, Rutz C.","Nature. 2020 Jun;582(7812):337-340. doi: 10.1038/d41586-020-01751-5.","Webster MM","Nature","2020","2020/06/17","","","10.1038/d41586-020-01751-5"
"31061474","Costs and benefits of social relationships in the collective motion of bird flocks","Ling H, Mclvor GE, van der Vaart K, Vaughan RT, Thornton A, Ouellette NT.","Nat Ecol Evol. 2019 Jun;3(6):943-948. doi: 10.1038/s41559-019-0891-5. Epub 2019 May 6.","Ling H","Nat Ecol Evol","2019","2019/05/08","","","10.1038/s41559-019-0891-5"
"31751416","Hamsters in the city: A study on the behaviour of a population of common hamsters (Cricetus cricetus) in urban environment","Flamand A, Rebout N, Bordes C, Guinnefollau L, Bergès M, Ajak F, Siutz C, Millesi E, Weber C, Petit O.","PLoS One. 2019 Nov 21;14(11):e0225347. doi: 10.1371/journal.pone.0225347. eCollection 2019.","Flamand A","PLoS One","2019","2019/11/22","PMC6872164","","10.1371/journal.pone.0225347"
"30508566","Developmental perfluorooctane sulfonate exposure inhibits long-term potentiation by affecting AMPA receptor trafficking","Zhang Q, Liu W, Zhao H, Zhang Z, Qin H, Luo F, Niu Q.","Toxicology. 2019 Jan 15;412:55-62. doi: 10.1016/j.tox.2018.11.015. Epub 2018 Nov 30.","Zhang Q","Toxicology","2019","2018/12/04","","","10.1016/j.tox.2018.11.015"
"31679938","Vampire Bats that Cooperate in the Lab Maintain Their Social Networks in the Wild","Ripperger SP, Carter GG, Duda N, Koelpin A, Cassens B, Kapitza R, Josic D, Berrío-Martínez J, Page RA, Mayer F.","Curr Biol. 2019 Dec 2;29(23):4139-4144.e4. doi: 10.1016/j.cub.2019.10.024. Epub 2019 Oct 31.","Ripperger SP","Curr Biol","2019","2019/11/05","","","10.1016/j.cub.2019.10.024"
"26552515","Leadership in Mammalian Societies: Emergence, Distribution, Power, and Payoff","Smith JE, Gavrilets S, Mulder MB, Hooper PL, Mouden CE, Nettle D, Hauert C, Hill K, Perry S, Pusey AE, van Vugt M, Smith EA.","Trends Ecol Evol. 2016 Jan;31(1):54-66. doi: 10.1016/j.tree.2015.09.013. Epub 2015 Nov 6.","Smith JE","Trends Ecol Evol","2016","2015/11/11","","","10.1016/j.tree.2015.09.013"
"30290031","Rethinking the evolution of property and possession: A review and methodological proposition","Tibble L, Carvalho S.","Evol Anthropol. 2018 Nov;27(6):285-296. doi: 10.1002/evan.21748. Epub 2018 Oct 5.","Tibble L","Evol Anthropol","2018","2018/10/06","","","10.1002/evan.21748"
"29860682","Testing domain general learning in an Australian lizard","Qi Y, Noble DWA, Fu J, Whiting MJ.","Anim Cogn. 2018 Jul;21(4):595-602. doi: 10.1007/s10071-018-1194-y. Epub 2018 Jun 2.","Qi Y","Anim Cogn","2018","2018/06/04","","","10.1007/s10071-018-1194-y"
"31107448","Integrating Visual Psychophysical Assays within a Y-Maze to Isolate the Role that Visual Features Play in Navigational Decisions","Woodley CM, Urbanczyk AC, Smith DL, Lemasson BH.","J Vis Exp. 2019 May 2;(147). doi: 10.3791/59281.","Woodley CM","J Vis Exp","2019","2019/05/21","","","10.3791/59281"
"31161364","Food caching in city birds: urbanization and exploration do not predict spatial memory in scatter hoarders","Thompson MJ, Morand-Ferron J.","Anim Cogn. 2019 Sep;22(5):743-756. doi: 10.1007/s10071-019-01271-4. Epub 2019 Jun 3.","Thompson MJ","Anim Cogn","2019","2019/06/05","","","10.1007/s10071-019-01271-4"
"30683877","External ballistics of Pleistocene hand-thrown spears: experimental performance data and implications for human evolution","Milks A, Parker D, Pope M.","Sci Rep. 2019 Jan 25;9(1):820. doi: 10.1038/s41598-018-37904-w.","Milks A","Sci Rep","2019","2019/01/27","PMC6347593","","10.1038/s41598-018-37904-w"
"31635695","Experimental investigation of ant traffic under crowded conditions","Poissonnier LA, Motsch S, Gautrais J, Buhl J, Dussutour A.","Elife. 2019 Oct 22;8:e48945. doi: 10.7554/eLife.48945.","Poissonnier LA","Elife","2019","2019/10/23","PMC6805160","","10.7554/eLife.48945"
"32486981","Skull morphology diverges between urban and rural populations of red foxes mirroring patterns of domestication and macroevolution","Parsons KJ, Rigg A, Conith AJ, Kitchener AC, Harris S, Zhu H.","Proc Biol Sci. 2020 Jun 10;287(1928):20200763. doi: 10.1098/rspb.2020.0763. Epub 2020 Jun 3.","Parsons KJ","Proc Biol Sci","2020","2020/06/04","PMC7341913","","10.1098/rspb.2020.0763"
"32673560","Testing the greater male variability phenomenon: male mountain chickadees exhibit larger variation in reversal learning performance compared with females","Branch CL, Sonnenberg BR, Pitera AM, Benedict LM, Kozlovsky DY, Bridge ES, Pravosudov VV.","Proc Biol Sci. 2020 Jul 29;287(1931):20200895. doi: 10.1098/rspb.2020.0895. Epub 2020 Jul 15.","Branch CL","Proc Biol Sci","2020","2020/07/17","PMC7423667","","10.1098/rspb.2020.0895"
"30372108","Object permanence in Giraffa camelopardalis: First steps in giraffes' physical cognition","Caicoya ÁL, Amici F, Ensenyat C, Colell M.","J Comp Psychol. 2019 May;133(2):207-214. doi: 10.1037/com0000142. Epub 2018 Oct 29.","Caicoya ÁL","J Comp Psychol","2019","2018/10/30","","","10.1037/com0000142"
"32647000","Cognitive map-based navigation in wild bats revealed by a new high-throughput tracking system","Toledo S, Shohami D, Schiffner I, Lourie E, Orchan Y, Bartan Y, Nathan R.","Science. 2020 Jul 10;369(6500):188-193. doi: 10.1126/science.aax6904.","Toledo S","Science","2020","2020/07/11","","","10.1126/science.aax6904"
"31430467","Sleeping Unsafely Tucked in to Conserve Energy in a Nocturnal Migratory Songbird","Ferretti A, Rattenborg NC, Ruf T, McWilliams SR, Cardinale M, Fusani L.","Curr Biol. 2019 Aug 19;29(16):2766-2772.e4. doi: 10.1016/j.cub.2019.07.028.","Ferretti A","Curr Biol","2019","2019/08/21","","","10.1016/j.cub.2019.07.028"
"31710024","Tissue Collection of Bats for -Omics Analyses and Primary Cell Culture","Yohe LR, Devanna P, Davies KTJ, Potter JHT, Rossiter SJ, Teeling EC, Vernes SC, Dávalos LM.","J Vis Exp. 2019 Oct 23;(152). doi: 10.3791/59505.","Yohe LR","J Vis Exp","2019","2019/11/12","","","10.3791/59505"
"29514054","The long-lived Octodon degus as a rodent drug discovery model for Alzheimer's and other age-related diseases","Hurley MJ, Deacon RMJ, Beyer K, Ioannou E, Ibáñez A, Teeling JL, Cogram P.","Pharmacol Ther. 2018 Aug;188:36-44. doi: 10.1016/j.pharmthera.2018.03.001. Epub 2018 Mar 4.","Hurley MJ","Pharmacol Ther","2018","2018/03/08","","","10.1016/j.pharmthera.2018.03.001"
"31712680","The ability to recognize dog emotions depends on the cultural milieu in which we grow up","Amici F, Waterman J, Kellermann CM, Karimullah K, Bräuer J.","Sci Rep. 2019 Nov 11;9(1):16414. doi: 10.1038/s41598-019-52938-4.","Amici F","Sci Rep","2019","2019/11/13","PMC6848084","","10.1038/s41598-019-52938-4"
"31600853","Metabarcoding of eukaryotic parasite communities describes diverse parasite assemblages spanning the primate phylogeny","Gogarten JF, Calvignac-Spencer S, Nunn CL, Ulrich M, Saiepour N, Nielsen HV, Deschner T, Fichtel C, Kappeler PM, Knauf S, Müller-Klein N, Ostner J, Robbins MM, Sangmaneedet S, Schülke O, Surbeck M, Wittig RM, Sliwa A, Strube C, Leendertz FH, Roos C, Noll A.","Mol Ecol Resour. 2020 Jan;20(1):204-215. doi: 10.1111/1755-0998.13101. Epub 2019 Nov 4.","Gogarten JF","Mol Ecol Resour","2020","2019/10/11","","","10.1111/1755-0998.13101"
"30777360","Male-female relationships in olive baboons (Papio anubis): Parenting or mating effort?","Städele V, Roberts ER, Barrett BJ, Strum SC, Vigilant L, Silk JB.","J Hum Evol. 2019 Feb;127:81-92. doi: 10.1016/j.jhevol.2018.09.003. Epub 2019 Jan 21.","Städele V","J Hum Evol","2019","2019/02/20","","","10.1016/j.jhevol.2018.09.003"
"30474900","Brain size predicts behavioural plasticity in guppies (Poecilia reticulata): An experiment","Herczeg G, Urszán TJ, Orf S, Nagy G, Kotrschal A, Kolm N.","J Evol Biol. 2019 Mar;32(3):218-226. doi: 10.1111/jeb.13405. Epub 2018 Dec 21.","Herczeg G","J Evol Biol","2019","2018/11/27","","","10.1111/jeb.13405"
"33349638","Brain morphology predicts social intelligence in wild cleaner fish","Triki Z, Emery Y, Teles MC, Oliveira RF, Bshary R.","Nat Commun. 2020 Dec 21;11(1):6423. doi: 10.1038/s41467-020-20130-2.","Triki Z","Nat Commun","2020","2020/12/22","PMC7752907","","10.1038/s41467-020-20130-2"
"27637495","Rethinking primate facial expression: A predictive framework","Waller BM, Whitehouse J, Micheletta J.","Neurosci Biobehav Rev. 2017 Nov;82:13-21. doi: 10.1016/j.neubiorev.2016.09.005. Epub 2016 Sep 13.","Waller BM","Neurosci Biobehav Rev","2017","2016/09/18","","","10.1016/j.neubiorev.2016.09.005"
"29380888","Sharing the burden: A neutral approach to socioecological theory","Génin F, Masters JC.","Am J Phys Anthropol. 2018 Jan;165 Suppl 65:90-103. doi: 10.1002/ajpa.23383.","Génin F","Am J Phys Anthropol","2018","2018/01/31","","","10.1002/ajpa.23383"
"28673915","Collective foraging in spatially complex nutritional environments","Lihoreau M, Charleston MA, Senior AM, Clissold FJ, Raubenheimer D, Simpson SJ, Buhl J.","Philos Trans R Soc Lond B Biol Sci. 2017 Aug 19;372(1727):20160238. doi: 10.1098/rstb.2016.0238.","Lihoreau M","Philos Trans R Soc Lond B Biol Sci","2017","2017/07/05","PMC5498299","","10.1098/rstb.2016.0238"
"33335177","Experimental evidence for yawn contagion in orangutans (Pongo pygmaeus)","van Berlo E, Díaz-Loyo AP, Juárez-Mora OE, Kret ME, Massen JJM.","Sci Rep. 2020 Dec 17;10(1):22251. doi: 10.1038/s41598-020-79160-x.","van Berlo E","Sci Rep","2020","2020/12/18","PMC7747555","","10.1038/s41598-020-79160-x"
"32249792","Selective attention for affiliative and agonistic interactions of dominants and close affiliates in macaques","Schülke O, Dumdey N, Ostner J.","Sci Rep. 2020 Apr 6;10(1):5962. doi: 10.1038/s41598-020-62772-8.","Schülke O","Sci Rep","2020","2020/04/07","PMC7136223","","10.1038/s41598-020-62772-8"
"31248178","Transcriptomic Insights into the Response of the Olfactory Bulb to Selenium Treatment in a Mouse Model of Alzheimer's Disease","Zheng R, Zhang ZH, Zhao YX, Chen C, Jia SZ, Cao XC, Shen LM, Ni JZ, Song GL.","Int J Mol Sci. 2019 Jun 19;20(12):2998. doi: 10.3390/ijms20122998.","Zheng R","Int J Mol Sci","2019","2019/06/29","PMC6627505","","10.3390/ijms20122998"
"28429851","Impacts of taxonomic inertia for the conservation of African ungulate diversity: an overview","Gippoliti S, Cotterill FPD, Zinner D, Groves CP.","Biol Rev Camb Philos Soc. 2018 Feb;93(1):115-130. doi: 10.1111/brv.12335. Epub 2017 Apr 21.","Gippoliti S","Biol Rev Camb Philos Soc","2018","2017/04/22","","","10.1111/brv.12335"
"31964297","Striking centennial-scale changes in the population size of a threatened seabird","Duda MP, Robertson GJ, Lim JE, Kissinger JA, Eickmeyer DC, Grooms C, Kimpe LE, Montevecchi WA, Michelutti N, Blais JM, Smol JP.","Proc Biol Sci. 2020 Jan 29;287(1919):20192234. doi: 10.1098/rspb.2019.2234. Epub 2020 Jan 22.","Duda MP","Proc Biol Sci","2020","2020/01/23","PMC7015332","","10.1098/rspb.2019.2234"
"33069776","Performance of horned puffins (Fratercula corniculata) on an object permanence task","Huffeldt NP.","Behav Processes. 2020 Dec;181:104274. doi: 10.1016/j.beproc.2020.104274. Epub 2020 Oct 15.","Huffeldt NP","Behav Processes","2020","2020/10/18","","","10.1016/j.beproc.2020.104274"
"32146617","Seasonal variation of sexually dimorphic spatial learning implicates mating system in the intertidal Cocos Frillgoby (Bathygobius cocosensis)","Carbia PS, Brown C.","Anim Cogn. 2020 Jul;23(4):621-628. doi: 10.1007/s10071-020-01366-3. Epub 2020 Mar 7.","Carbia PS","Anim Cogn","2020","2020/03/09","","","10.1007/s10071-020-01366-3"
"33333335","What pollinators see does not match what they smell: Absence of color-fragrance association in the deceptive orchid Ionopsis utricularioides","Aguiar JMRBV, Ferreira GS, Sanches PA, Bento JMS, Sazima M.","Phytochemistry. 2021 Feb;182:112591. doi: 10.1016/j.phytochem.2020.112591. Epub 2020 Dec 14.","Aguiar JMRBV","Phytochemistry","2021","2020/12/17","","","10.1016/j.phytochem.2020.112591"
"31409703","Spurious inference when comparing networks","Farine DR, Aplin LM.","Proc Natl Acad Sci U S A. 2019 Aug 20;116(34):16674-16675. doi: 10.1073/pnas.1900143116. Epub 2019 Aug 13.","Farine DR","Proc Natl Acad Sci U S A","2019","2019/08/15","PMC6708361","","10.1073/pnas.1900143116"
"26860933","A multidisciplinary view on cultural primatology: behavioral innovations and traditions in Japanese macaques","Leca JB, Gunst N, Pelletier AN, Vasey PL, Nahallage CA, Watanabe K, Huffman MA.","Primates. 2016 Jul;57(3):333-8. doi: 10.1007/s10329-016-0518-2. Epub 2016 Feb 10.","Leca JB","Primates","2016","2016/02/11","","","10.1007/s10329-016-0518-2"
"32165643","Western gorilla space use suggests territoriality","Morrison RE, Dunn JC, Illera G, Walsh PD, Bermejo M.","Sci Rep. 2020 Mar 12;10(1):3692. doi: 10.1038/s41598-020-60504-6.","Morrison RE","Sci Rep","2020","2020/03/14","PMC7067784","","10.1038/s41598-020-60504-6"
"27245047","Fishers' knowledge on the coast of Brazil","Begossi A, Salivonchyk S, Lopes PF, Silvano RA.","J Ethnobiol Ethnomed. 2016 Jun 1;12(1):20. doi: 10.1186/s13002-016-0091-1.","Begossi A","J Ethnobiol Ethnomed","2016","2016/06/02","PMC4888665","","10.1186/s13002-016-0091-1"
"31145893","Measuring urinary cortisol and testosterone levels in male Barbary macaques: A comparison of EIA and LC-MS","Rincon AV, Ostner J, Heistermann M, Deschner T.","Gen Comp Endocrinol. 2019 Sep 15;281:117-125. doi: 10.1016/j.ygcen.2019.05.017. Epub 2019 May 27.","Rincon AV","Gen Comp Endocrinol","2019","2019/05/31","","","10.1016/j.ygcen.2019.05.017"
"32933446","Social competition stimulates cognitive performance in a sex-specific manner","Rouse J, McDowall L, Mitchell Z, Duncan EJ, Bretman A.","Proc Biol Sci. 2020 Sep 30;287(1935):20201424. doi: 10.1098/rspb.2020.1424. Epub 2020 Sep 16.","Rouse J","Proc Biol Sci","2020","2020/09/16","PMC7542822","","10.1098/rspb.2020.1424"
"31367994","Ecological differences in the facultative Caribbean cleaning goby Elacatinus prochilos do not predict learning performance in discriminatory two-choice tasks","Mazzei R, Lampe M, Ohnesorge A, Pajot A, Soares MC, Bshary R.","Anim Cogn. 2019 Nov;22(6):1039-1050. doi: 10.1007/s10071-019-01295-w. Epub 2019 Jul 31.","Mazzei R","Anim Cogn","2019","2019/08/02","","","10.1007/s10071-019-01295-w"
"30630929","Problem-solving males become more attractive to female budgerigars","Chen J, Zou Y, Sun YH, Ten Cate C.","Science. 2019 Jan 11;363(6423):166-167. doi: 10.1126/science.aau8181.","Chen J","Science","2019","2019/01/12","","","10.1126/science.aau8181"
"31600518","A Modular Approach to Vocal Learning: Disentangling the Diversity of a Complex Behavioral Trait","Wirthlin M, Chang EF, Knörnschild M, Krubitzer LA, Mello CV, Miller CT, Pfenning AR, Vernes SC, Tchernichovski O, Yartsev MM.","Neuron. 2019 Oct 9;104(1):87-99. doi: 10.1016/j.neuron.2019.09.036.","Wirthlin M","Neuron","2019","2019/10/11","","","10.1016/j.neuron.2019.09.036"
"30730878","If a fish can pass the mark test, what are the implications for consciousness and self-awareness testing in animals?","Kohda M, Hotta T, Takeyama T, Awata S, Tanaka H, Asai JY, Jordan AL.","PLoS Biol. 2019 Feb 7;17(2):e3000021. doi: 10.1371/journal.pbio.3000021. eCollection 2019 Feb.","Kohda M","PLoS Biol","2019","2019/02/08","PMC6366756","","10.1371/journal.pbio.3000021"
"32440277","Personality traits covary with individual differences in inhibitory abilities in 2 species of fish","Lucon-Xiccato T, Montalbano G, Bertolucci C.","Curr Zool. 2020 Apr;66(2):187-195. doi: 10.1093/cz/zoz039. Epub 2019 Aug 8.","Lucon-Xiccato T","Curr Zool","2020","2020/05/23","PMC7233618","","10.1093/cz/zoz039"
"25428267","Acoustic sequences in non-human animals: a tutorial review and prospectus","Kershenbaum A, Blumstein DT, Roch MA, Akçay Ç, Backus G, Bee MA, Bohn K, Cao Y, Carter G, Cäsar C, Coen M, DeRuiter SL, Doyle L, Edelman S, Ferrer-i-Cancho R, Freeberg TM, Garland EC, Gustison M, Harley HE, Huetz C, Hughes M, Hyland Bruno J, Ilany A, Jin DZ, Johnson M, Ju C, Karnowski J, Lohr B, Manser MB, McCowan B, Mercado E 3rd, Narins PM, Piel A, Rice M, Salmi R, Sasahara K, Sayigh L, Shiu Y, Taylor C, Vallejo EE, Waller S, Zamora-Gutierrez V.","Biol Rev Camb Philos Soc. 2016 Feb;91(1):13-52. doi: 10.1111/brv.12160. Epub 2014 Nov 26.","Kershenbaum A","Biol Rev Camb Philos Soc","2016","2014/11/28","PMC4444413","NIHMS671424","10.1111/brv.12160"
"31610058","Brain size affects responsiveness in mating behaviour to variation in predation pressure and sex ratio","Corral-López A, Romensky M, Kotrschal A, Buechel SD, Kolm N.","J Evol Biol. 2020 Feb;33(2):165-177. doi: 10.1111/jeb.13556. Epub 2019 Nov 7.","Corral-López A","J Evol Biol","2020","2019/10/15","","","10.1111/jeb.13556"
"31883048","High prevalence and genetic diversity of Haemoproteus columbae (Haemosporida: Haemoproteidae) in feral pigeons Columba livia in Cape Town, South Africa","Nebel C, Harl J, Pajot A, Weissenböck H, Amar A, Sumasgutner P.","Parasitol Res. 2020 Feb;119(2):447-463. doi: 10.1007/s00436-019-06558-6. Epub 2019 Dec 27.","Nebel C","Parasitol Res","2020","2019/12/29","PMC6985069","","10.1007/s00436-019-06558-6"
"30212810","Environmental Influences on Neuromorphology in the Non-Native Starling Sturnus vulgaris","Cardilini APA, Micallef S, Bishop VR, Sherman CDH, Meddle SL, Buchanan KL.","Brain Behav Evol. 2018;92(1-2):63-70. doi: 10.1159/000491672. Epub 2018 Sep 13.","Cardilini APA","Brain Behav Evol","2018","2018/09/14","PMC6390445","","10.1159/000491672"
"33289065","Innovative problem solving in macaws","O'Neill L, Rasyidi R, Hastings R, von Bayern AMP.","Learn Behav. 2020 Dec 7. doi: 10.3758/s13420-020-00449-y. Online ahead of print.","O'Neill L","Learn Behav","2020","2020/12/08","","","10.3758/s13420-020-00449-y"
"31042731","Correlates of social role and conflict severity in wild vervet monkey agonistic screams","Mercier S, Déaux EC, van de Waal E, Bono AEJ, Zuberbühler K.","PLoS One. 2019 May 1;14(5):e0214640. doi: 10.1371/journal.pone.0214640. eCollection 2019.","Mercier S","PLoS One","2019","2019/05/03","PMC6493722","","10.1371/journal.pone.0214640"
"26811470","Brain size predicts problem-solving ability in mammalian carnivores","Benson-Amram S, Dantzer B, Stricker G, Swanson EM, Holekamp KE.","Proc Natl Acad Sci U S A. 2016 Mar 1;113(9):2532-7. doi: 10.1073/pnas.1505913113. Epub 2016 Jan 25.","Benson-Amram S","Proc Natl Acad Sci U S A","2016","2016/01/27","PMC4780594","","10.1073/pnas.1505913113"
"30008510","High level of self-control ability in a small passerine bird","Isaksson E, Utku Urhan A, Brodin A.","Behav Ecol Sociobiol. 2018;72(7):118. doi: 10.1007/s00265-018-2529-z. Epub 2018 Jun 26.","Isaksson E","Behav Ecol Sociobiol","2018","2018/07/17","PMC6019425","","10.1007/s00265-018-2529-z"
"29793042","Aminergic neuromodulation of associative visual learning in harnessed honey bees","Mancini N, Giurfa M, Sandoz JC, Avarguès-Weber A.","Neurobiol Learn Mem. 2018 Nov;155:556-567. doi: 10.1016/j.nlm.2018.05.014. Epub 2018 May 21.","Mancini N","Neurobiol Learn Mem","2018","2018/05/25","","","10.1016/j.nlm.2018.05.014"
"30707367","Context-specific response inhibition and differential impact of a learning bias in a lizard","Szabo B, Noble DWA, Whiting MJ.","Anim Cogn. 2019 May;22(3):317-329. doi: 10.1007/s10071-019-01245-6. Epub 2019 Feb 1.","Szabo B","Anim Cogn","2019","2019/02/02","","","10.1007/s10071-019-01245-6"
"29804813","Decoupling of Genetic and Cultural Inheritance in a Wild Mammal","Sheppard CE, Marshall HH, Inger R, Thompson FJ, Vitikainen EIK, Barker S, Nichols HJ, Wells DA, McDonald RA, Cant MA.","Curr Biol. 2018 Jun 4;28(11):1846-1850.e2. doi: 10.1016/j.cub.2018.05.001. Epub 2018 May 24.","Sheppard CE","Curr Biol","2018","2018/05/29","","","10.1016/j.cub.2018.05.001"
"28869944","Evidence for Concerted and Mosaic Brain Evolution in Dragon Lizards","Hoops D, Vidal-García M, Ullmann JFP, Janke AL, Stait-Gardner T, Duchêne DA, Price WS, Whiting MJ, Keogh JS.","Brain Behav Evol. 2017;90(3):211-223. doi: 10.1159/000478738. Epub 2017 Sep 5.","Hoops D","Brain Behav Evol","2017","2017/09/05","","","10.1159/000478738"
"30306256","Comparison of bonobo and chimpanzee brain microstructure reveals differences in socio-emotional circuits","Issa HA, Staes N, Diggs-Galligan S, Stimpson CD, Gendron-Fitzpatrick A, Taglialatela JP, Hof PR, Hopkins WD, Sherwood CC.","Brain Struct Funct. 2019 Jan;224(1):239-251. doi: 10.1007/s00429-018-1751-9. Epub 2018 Oct 10.","Issa HA","Brain Struct Funct","2019","2018/10/12","","","10.1007/s00429-018-1751-9"
